,LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
9297,Rua Major Adelino,Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60352-520
9298,Travessa Major Adelino,Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60352-530
9299,Rua Major Afrânio,Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60351-825
9300,Avenida Major Assis  - até 348/349,Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60340-215
9301,Avenida Major Assis  - de 350/351 a 769/770,Jardim Iracema,"Fortaleza, CE","Jardim Iracema, Fortaleza, CE",60340-065
9302,Avenida Major Assis  - de 771 a 1679 - lado ímpar,Jardim Guanabara,"Fortaleza, CE","Jardim Guanabara, Fortaleza, CE",60346-385
9303,Avenida Major Assis  - de 1681 ao fim - lado ímpar,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60345-631
9304,Avenida Major Assis  - de 772 a 1680 - lado par,Jardim Guanabara,"Fortaleza, CE","Jardim Guanabara, Fortaleza, CE",60346-372
9305,Avenida Major Assis  - de 1682 ao fim - lado par,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60345-632
9306,Praça Major Assis Nepomuceno,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60050-240
9307,Travessa Major Assis,Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60340-442
9308,Rua Major Celestino,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60361-030
9309,Rua Major Chastinet,João XXIII,"Fortaleza, CE","João XXIII, Fortaleza, CE",60525-350
9310,Rua Major Facundo  - até 1378/1379,Centro,"Fortaleza, CE","Centro, Fortaleza, CE",60025-100
9311,Rua Major Facundo  - de 1380/1381 a 2298/2299,José Bonifácio,"Fortaleza, CE","José Bonifácio, Fortaleza, CE",60025-101
9312,Rua Major Facundo  - de 2300/2301 ao fim,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60025-065
9313,Rua Major Gerardo Mendes  - até 788/789,Alto da Balança,"Fortaleza, CE","Alto da Balança, Fortaleza, CE",60851-445
9314,Rua Major Gerardo Mendes  - de 790/791 ao fim,Aerolândia,"Fortaleza, CE","Aerolândia, Fortaleza, CE",60850-725
9315,Rua Major José Araújo Aguiar,Aerolândia,"Fortaleza, CE","Aerolândia, Fortaleza, CE",60850-470
9316,Rua Major Ladislau Lourenço,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60870-760
9317,Travessa Major Ladislau Lourenço,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60870-762
9318,Rua Major Laurindo  - até 239/240,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60020-070
9319,Rua Major Laurindo  - de 241/242 ao fim,Jardim América,"Fortaleza, CE","Jardim América, Fortaleza, CE",60410-465
9320,Rua Major Montenegro,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-520
9321,Rua Major Moreira,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60860-760
9322,Travessa Major Moreira,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60860-765
9323,Rua Major Pedro Sampaio  - de 496/497 a 1989/1990,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-185
9324,Rua Major Pedro Sampaio  - até 494/495,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-180
9325,Rua Major Pedro Sampaio  - de 1991/1992 ao fim,Bela Vista,"Fortaleza, CE","Bela Vista, Fortaleza, CE",60441-790
9326,Rua Major Sucupira,Pici,"Fortaleza, CE","Pici, Fortaleza, CE",60510-480
9327,Rua Major Telesforo,Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-238
9328,Rua Major Vaz Clarim,Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-100
9329,Rua Major Veríssimo,Ellery,"Fortaleza, CE","Ellery, Fortaleza, CE",60320-360
9330,Vila Major,Farias Brito,"Fortaleza, CE","Farias Brito, Fortaleza, CE",60010-721
9331,Rua Major Virgílio Borba,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60170-120
9332,Travessa Major Virgílio Borba,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60170-125
9333,Rua Major Weyne  - de 781/782 a 1249/1250,Damas,"Fortaleza, CE","Damas, Fortaleza, CE",60425-782
9334,Rua Major Weyne  - até 779/780,Jardim América,"Fortaleza, CE","Jardim América, Fortaleza, CE",60415-730
9335,Rua Major Weyne  - de 1251/1252 ao fim,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-450
9336,Praça Major Wilson,Cristo Redentor,"Fortaleza, CE","Cristo Redentor, Fortaleza, CE",60337-210
9337,Rua Majorlândia,São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-135
9338,Vila Malaguenha,Presidente Kennedy,"Fortaleza, CE","Presidente Kennedy, Fortaleza, CE",60355-800
9339,Vila Malaquias,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60181-450
9340,Vila Malheiros,Serrinha,"Fortaleza, CE","Serrinha, Fortaleza, CE",60741-562
9341,Vila Malta,Genibaú,"Fortaleza, CE","Genibaú, Fortaleza, CE",60534-051
9342,Travessa Mamede,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60740-080
9343,Rua Mana,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60740-160
9344,Rua Manacá,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60335-470
9345,Rua Manacá do Cidade Jardim Fortaleza Gleba A,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-386
9346,Rua Manaus  - até 1049/1050,Dom Lustosa,"Fortaleza, CE","Dom Lustosa, Fortaleza, CE",60526-205
9347,Rua Manaus  - de 1051/1052 ao fim,Autran Nunes,"Fortaleza, CE","Autran Nunes, Fortaleza, CE",60526-375
9348,Alameda Mandacaru  (Cj Novo Tempo II),São Gerardo,"Fortaleza, CE","São Gerardo, Fortaleza, CE",60321-150
9349,Rua Mandacaru,Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-050
9350,Vila Mandarim,Padre Andrade,"Fortaleza, CE","Padre Andrade, Fortaleza, CE",60360-530
9351,Rua Mandrake,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60181-490
9352,Rua Mandu,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60732-130
9353,Rua Manga Verde,Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60832-090
9354,Rua Mangaba,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-515
9355,Vila Mangabeira,Aerolândia,"Fortaleza, CE","Aerolândia, Fortaleza, CE",60850-812
9356,Travessa Mangaratiba,Centro,"Fortaleza, CE","Centro, Fortaleza, CE",60015-440
9357,Rua Mangue,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60812-568
9358,Vila Manguita,Bonsucesso,"Fortaleza, CE","Bonsucesso, Fortaleza, CE",60542-060
9359,Rua Manoel Albano Amora,Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-400
9360,Rua Manoel Albuquerque Cunha Leite,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-525
9361,Rua Manoel Antônio de Almeida,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60760-260
9362,Rua Manoel Araújo de Sousa,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60868-665
9363,Rua Manoel Bernardo da Silva,Ancuri,"Fortaleza, CE","Ancuri, Fortaleza, CE",60874-095
9364,Rua Manoel Bezerra,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60836-135
9365,Rua Manoel Carlos Gouveia,José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-615
9366,Vila Manoel Cavalcante,Aldeota,"Fortaleza, CE","Aldeota, Fortaleza, CE",60160-300
9367,Rua Manoel Cruz,Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60810-225
9368,Rua Manoel Dadinho,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-219
9369,Travessa Manoel Falcão,Parque Presidente Vargas,"Fortaleza, CE","Parque Presidente Vargas, Fortaleza, CE",60765-517
9370,Rua Manoel Felix,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60733-094
9371,Rua Manoel Ferreira Oriá,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60872-438
9372,Rua Manoel Lourenço dos Santos  - de 200/201 ao fim,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60135-450
9373,Rua Manoel Lourenço dos Santos  - até 198/199,Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-175
9374,Rua Manoel Macêdo,Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-600
9375,Rua Manoel Marques,Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-675
9376,Rua Manoel Martins,Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-190
9377,Avenida Manoel Mavignier,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60835-025
9378,Rua Manoel Monteiro,Cidade dos Funcionários,"Fortaleza, CE","Cidade dos Funcionários, Fortaleza, CE",60822-080
9379,Rua Manoel Padilha,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60040-550
9380,Vila Manoel Paulino,Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60810-702
9381,Rua Manoel Raimundo de Melo,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60751-575
9382,Rua Manoel Ribeiro,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60733-610
9383,Travessa Manoel Soares,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60360-051
9384,Rua Manoel Virino,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60872-550
9385,Rua Manoel de Aguiar Pontes,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60867-695
9386,Vila Mansueto,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-010
9387,Rua Manuel Albano,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60861-460
9388,Travessa Manuel Alexandre,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60766-030
9389,Rua Manuel Alves Pinto,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60711-535
9390,Vila Manuel Alves,Amadeu Furtado,"Fortaleza, CE","Amadeu Furtado, Fortaleza, CE",60455-590
9391,Rua Manuel Antero,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60877-025
9392,Rua Manuel Antônio Leite,Bonsucesso,"Fortaleza, CE","Bonsucesso, Fortaleza, CE",60545-300
9393,Rua Manuel Arruda,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60842-090
9394,Rua Manuel Arruda,Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-305
9395,Rua Manuel Assunção,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60835-735
9396,Rua Manuel Batista,Jóquei Clube,"Fortaleza, CE","Jóquei Clube, Fortaleza, CE",60521-290
9397,Rua Manuel Bernardino,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60760-100
9398,Rua Manuel Bernardo,Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-601
9399,Rua Manuel Bezerra dos Santos  - até 1279/1280,Granja Lisboa,"Fortaleza, CE","Granja Lisboa, Fortaleza, CE",60540-456
9400,Rua Manuel Bezerra dos Santos  - de 1281/1282 ao fim,Granja Lisboa,"Fortaleza, CE","Granja Lisboa, Fortaleza, CE",60540-458
9401,Rua Manuel Carlos Rodrigues,Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60831-380
9402,Rua Manuel Carneiro,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-522
9403,Rua Manuel Castelo Branco  - até 1329/1330,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60840-015
9404,Rua Manuel Castelo Branco  - de 1230/1231 ao fim,Guajeru,"Fortaleza, CE","Guajeru, Fortaleza, CE",60843-010
9405,Travessa Manuel Castelo Branco,Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60832-831
9406,Rua Manuel Costa,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60873-540
9407,Rua Manuel Dias Branco,Cais do Porto,"Fortaleza, CE","Cais do Porto, Fortaleza, CE",60180-635
9408,Rua Manuel Dutra,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60868-652
9409,Rua Manuel Dário,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60331-430
9410,Rua Manuel Falcão Maia,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60868-658
9411,Vila Manuel Fernandes,Montese,"Fortaleza, CE","Montese, Fortaleza, CE",60420-380
9412,Rua Manuel Figueiredo,Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-020
9413,Travessa Manuel Filgueiredo,Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-025
9414,Vila Manuel Filho,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60331-840
9415,Rua Manuel Firmino Sampaio,Guararapes,"Fortaleza, CE","Guararapes, Fortaleza, CE",60810-015
9416,Rua Manuel Firmino da Silva,José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-335
9417,Vila Manuel Florêncio,Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60832-100
9418,Vila Manuel Fontenele,Montese,"Fortaleza, CE","Montese, Fortaleza, CE",60421-840
9419,Vila Manuel Freire,Jardim Iracema,"Fortaleza, CE","Jardim Iracema, Fortaleza, CE",60341-660
9420,Rua Manuel Freitas,São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-585
9421,Rua Manuel Gadelha,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60332-770
9422,Travessa Manuel Gadelha,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60332-771
9423,Rua Manuel Giffone,Curió,"Fortaleza, CE","Curió, Fortaleza, CE",60844-060
9424,Vila Manuel Holanda,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-052
9425,Rua Manuel Jacaré,Mucuripe,"Fortaleza, CE","Mucuripe, Fortaleza, CE",60175-110
9426,Rua Manuel Jesuíno  - até 499/500,Mucuripe,"Fortaleza, CE","Mucuripe, Fortaleza, CE",60175-270
9427,Rua Manuel Jesuíno  - de 501/502 ao fim,Varjota,"Fortaleza, CE","Varjota, Fortaleza, CE",60175-214
9428,Rua Manuel Lima Soares,Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60813-590
9429,Travessa Manuel Maia,Joaquim Távora,"Fortaleza, CE","Joaquim Távora, Fortaleza, CE",60130-180
9430,Rua Manuel Marques da Silva,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60345-152
9431,Rua Manuel Martins,Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-715
9432,Rua Manuel Moura,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-780
9433,Rua Manuel Nogueira da Costa,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60181-840
9434,Rua Manuel Nunes,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60356-835
9435,Rua Manuel Nunes Siqueira,Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-360
9436,Travessa Manuel Nunes,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60356-845
9437,Rua Manuel Oliver,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60865-014
9438,Travessa Manuel Padilha,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60130-640
9439,Vila Manuel Padilha,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60120-260
9440,Rua Manuel Paiva,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60711-640
9441,Vila Manuel Passos,Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60336-168
9442,Vila Manuel Pedro,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60015-510
9443,Rua Manuel Peixoto,Ancuri,"Fortaleza, CE","Ancuri, Fortaleza, CE",60874-225
9444,Travessa Manuel Peixoto,Ancuri,"Fortaleza, CE","Ancuri, Fortaleza, CE",60874-227
9445,Rua Manuel Pereira Pinto,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60350-400
9446,Rua Manuel Pereira,Coaçu,"Fortaleza, CE","Coaçu, Fortaleza, CE",60871-650
9447,Rua Manuel Pereira,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60336-103
9448,Travessa Manuel Pereira,Coaçu,"Fortaleza, CE","Coaçu, Fortaleza, CE",60871-655
9449,Travessa Manuel Pereira,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60336-096
9450,Rua Manuel Pimentel,Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60831-271
9451,Rua Manuel Pires Maciel,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60873-690
9452,Rua Manuel Porto,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60865-570
9453,Rua Manuel Queiros,Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-220
9454,Rua Manuel Raventós,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60865-011
9455,Rua Manuel Ribeiro,Cidade dos Funcionários,"Fortaleza, CE","Cidade dos Funcionários, Fortaleza, CE",60822-478
9456,Rua Manuel Ricarte,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-666
9457,Rua Manuel Rodrigues,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60861-015
9458,Rua Manuel Rufino,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60182-302
9459,Vila Manuel Simão,Ellery,"Fortaleza, CE","Ellery, Fortaleza, CE",60320-390
9460,Rua Manuel Sátiro,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-360
9461,Rua Manuel Sátiro,Vila Peri,"Fortaleza, CE","Vila Peri, Fortaleza, CE",60730-082
9462,Vila Manuel Sátiro,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-400
9463,Rua Manuel Teixeira,José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-345
9464,Vila Manuel,São Gerardo,"Fortaleza, CE","São Gerardo, Fortaleza, CE",60320-060
9465,Praça Manuel Vitoriano,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60361-160
9466,Rua Manuel da Nóbrega,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-580
9467,Avenida Manuel de Castro,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60835-765
9468,Rua Manuel de Castro,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-663
9469,Vila Manuel de Castro,Serrinha,"Fortaleza, CE","Serrinha, Fortaleza, CE",60741-741
9470,Rua Manuel de Lima Valente,Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-505
9471,Rua Manuelito Moreira,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60025-210
9472,Travessa Manágua,Papicu,"Fortaleza, CE","Papicu, Fortaleza, CE",60175-275
9473,Rua Mapirunga,Itaperi,"Fortaleza, CE","Itaperi, Fortaleza, CE",60714-190
9474,Travessa Mar Azul,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60332-755
9475,Rua Mar Vermelho,Granja Portugal,"Fortaleza, CE","Granja Portugal, Fortaleza, CE",60541-030
9476,Rua Mar del Plata,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60836-140
9477,Travessa Mar del Plata,Sabiaguaba,"Fortaleza, CE","Sabiaguaba, Fortaleza, CE",60836-145
9478,Rua Mar e Sol,Cais do Porto,"Fortaleza, CE","Cais do Porto, Fortaleza, CE",60180-170
9479,Vila Marabas,Jardim Guanabara,"Fortaleza, CE","Jardim Guanabara, Fortaleza, CE",60342-030
9480,Rua Maracanã,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60720-370
9481,Vila Maracanã,Autran Nunes,"Fortaleza, CE","Autran Nunes, Fortaleza, CE",60526-370
9482,Travessa Marajoara,Pirambu,"Fortaleza, CE","Pirambu, Fortaleza, CE",60311-150
9483,Rua Marajá,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60760-715
9484,Vila Marajá,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-400
9485,Rua Marajó,Serrinha,"Fortaleza, CE","Serrinha, Fortaleza, CE",60741-440
9486,Travessa Marambaia,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60711-610
9487,Rua Maranguape  - de 570/571 a 1324/1325,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60731-732
9488,Rua Maranguape  - até 568/569,Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60731-555
9489,Rua Maranguape  - de 1326/1327 ao fim,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60544-410
9490,Rua Maranguape,Centro,"Fortaleza, CE","Centro, Fortaleza, CE",60055-020
9491,Travessa Maranguape,Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60546-200
9492,Rua Maranguapinho,Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60352-410
9493,Vila Maranhense,Granja Portugal,"Fortaleza, CE","Granja Portugal, Fortaleza, CE",60540-672
9494,Rua Maranhão  - até 198/199,Couto Fernandes,"Fortaleza, CE","Couto Fernandes, Fortaleza, CE",60442-005
9495,Rua Maranhão  - de 200/201 a 1339/1340,Panamericano,"Fortaleza, CE","Panamericano, Fortaleza, CE",60440-845
9496,Rua Maranhão  - de 1341/1342 ao fim,Pici,"Fortaleza, CE","Pici, Fortaleza, CE",60440-532
9497,Travessa Maranhão,Pici,"Fortaleza, CE","Pici, Fortaleza, CE",60440-662
9498,Rua Maravilha,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60840-360
9499,Travessa Maravilha,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60332-775
9500,Travessa Maravilha,Amadeu Furtado,"Fortaleza, CE","Amadeu Furtado, Fortaleza, CE",60455-516
9501,Vila Maravilha,Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60543-447
9502,Vila Maravilhosa,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60415-185
9503,Rua Marcelino Lopes,Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-075
9504,Rua Marcelino Martins,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60182-045
9505,Rua Marcelino Melo,Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-622
9506,Travessa Marcelino Melo,Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-625
9507,Travessa Marcelino Silva,Demócrito Rocha,"Fortaleza, CE","Demócrito Rocha, Fortaleza, CE",60440-108
9508,Vila Marcelino,Farias Brito,"Fortaleza, CE","Farias Brito, Fortaleza, CE",60011-220
9509,Vila Marcelino,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-640
9510,Rua Marcelino de Souza,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60868-650
9511,Rua Marcelo Costa,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60766-190
9512,Rua Marcelo Gentil Porto,Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60813-550
9513,Praça Marcelo Prestes de Queiroz,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-440
9514,Avenida Marcelo Reis,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-175
9515,Rua Marcelo Reis,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-185
9516,Rua Marcelo Santa Fé  - de 710/711 ao fim,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60731-744
9517,Rua Marcelo Santa Fé  - até 708/709,Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60731-612
9518,Travessa Marcelo Teixeira,Praia do Futuro II,"Fortaleza, CE","Praia do Futuro II, Fortaleza, CE",60183-658
9519,Vila Marcelo,Ellery,"Fortaleza, CE","Ellery, Fortaleza, CE",60320-430
9520,Travessa Marciano,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60860-712
9521,Vila Marciano,Itaoca,"Fortaleza, CE","Itaoca, Fortaleza, CE",60421-175
